,course_title,price,num_subscribers,num_reviews,num_lectures,content_duration,published_date,subject,Beginner Level,Expert Level,Intermediate Level
1731,Creare un logo con Adobe Illustrator,0,1447,121,13,1.0,2015-10-29,Graphic Design,0,0,0
1732,Mestres do Photoshop,30,86,18,52,5.5,2015-08-21,Graphic Design,0,0,0
1733,illustrator CC 2015.3 - Curso básico de ferramentas,20,13,6,12,1.0,2016-07-08,Graphic Design,1,0,0
1734,Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,35,15,5,32,2.0,2015-06-08,Graphic Design,0,0,0
1735,Crie seu Cartão de Visita no CorelDRAW X8,20,28,3,38,4.0,2017-03-02,Graphic Design,1,0,0
1736,Curso de Maya 3D,20,62,9,41,4.0,2016-02-09,Graphic Design,0,0,0
1737,Photoshop: Organización de eventos y decoración de fiestas,120,125,5,56,8.5,2016-10-18,Graphic Design,1,0,0
1738,Podcast Cover Art | Design Like the Best,20,33,2,7,1.0,2015-04-22,Graphic Design,0,0,0
1739,Learn Drawing and Painting a Landscape with Oil Colours,20,51,2,20,2.0,2014-01-14,Graphic Design,0,0,1
1740,Enhance your chroma key with an animated Slides background,25,361,2,9,1.0,2016-07-04,Graphic Design,0,0,1
1741,The Complete Motion Graphic Course,65,50,6,115,9.5,2017-02-01,Graphic Design,0,0,0
1742,Making Corporate Flyers in Photoshop,20,4,3,7,0.5166666666666666,2016-02-05,Graphic Design,0,0,0
1743,Rock-Solid Brands,20,134,4,13,0.5166666666666666,2016-02-17,Graphic Design,1,0,0
1744,Typographic Poster Design - From Sketch to Vector,45,36,5,20,1.5,2015-10-08,Graphic Design,0,0,1
1745,"Make Money With Photoshop: Logos, Business Cards & Brochures",100,32,4,21,5.0,2016-08-14,Graphic Design,0,0,0
1746,Photoshop the Art of Clipart,20,30,3,22,1.0,2015-07-05,Graphic Design,1,0,0
1747,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,20,22,3,57,2.0,2015-03-16,Graphic Design,0,0,1
1748,Illustrator 101: Learn Quickly and Easily to create Artwork,40,452,3,37,1.0,2014-11-25,Graphic Design,0,0,0
1749,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,40,67,8,25,1.0,2016-07-14,Graphic Design,0,0,0
1750,Easy Steps To Become A Photoshop Expert,20,1081,11,47,8.0,2015-01-29,Graphic Design,0,0,0
1751,Intro to Adobe Illustrator,20,189,13,55,6.0,2015-08-07,Graphic Design,1,0,0
1752,Beginners Guide: Photoshop Poster/Artwork,20,775,5,6,1.0,2016-04-02,Graphic Design,1,0,0
1753,Basic Graphic Design for PowerPoint,20,88,8,14,1.0,2015-07-26,Graphic Design,1,0,0
1754,Master Graphic Design Using Photoshop with Rachael,25,598,22,13,1.5,2014-11-07,Graphic Design,0,0,0
1755,Adobe Illustrator CC - Print Design for Beginners,50,145,35,55,6.0,2016-03-08,Graphic Design,1,0,0
1756,Adobe Illustrator | Master in 3D,25,445,4,14,0.5333333333333333,2016-07-28,Graphic Design,0,0,0
1757,From Drawing to Illustration,20,237,25,32,6.0,2015-04-17,Graphic Design,1,0,0
1758,Adobe Suite : Unleash your creativity & benefit from it !,200,1005,4,46,9.5,2015-11-09,Graphic Design,0,0,0
1759,Become a Logo Designer: Guide to Complimentary Logo Software,35,485,9,21,2.5,2015-03-19,Graphic Design,0,0,0
1760,DIY Beautiful Social Graphics That Don't Require Photoshop,20,238,9,22,2.5,2015-03-03,Graphic Design,0,0,0
1761,Design while you learn InDesign CC,20,1116,3,21,2.5,2014-04-07,Graphic Design,1,0,0
1762,R Graph Essentials,85,105,4,41,2.0,2015-01-21,Graphic Design,0,0,0
1763,Car Sketching with Simple Analog Tools,40,23,5,10,0.6166666666666667,2016-08-29,Graphic Design,0,0,0
1764,Drawing Anime & Manga Style,25,82,5,40,8.0,2015-07-10,Graphic Design,0,0,0
1765,Inkscape 101 for Beginners - Design Vector Graphics,195,13,5,26,1.0,2016-06-13,Graphic Design,1,0,0
1766,"How to Fix Common Branding Mistakes, for Graphic Designers",35,19,2,9,1.5,2016-11-18,Graphic Design,0,0,1
1767,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,0,105,2,22,2.0,2017-06-13,Graphic Design,0,0,0
1768,Mind-Blowing Photoshop: Master Skills Season 1,20,94,3,69,3.0,2014-08-08,Graphic Design,0,0,0
1769,Architectural Drawing For Creatives,195,5,0,156,24.0,2017-06-21,Graphic Design,0,0,0
1770,Adobe Photoshop (Complete Beginner),200,98,3,33,2.0,2015-12-09,Graphic Design,1,0,0
1771,Character Design,75,5,0,24,2.0,2017-05-31,Graphic Design,0,0,1
1772,Icon Design Masterclass: Learn Icon Design Principles,40,6,0,15,2.5,2017-05-05,Graphic Design,1,0,0
1773,create stunning Photoshop compositions in minutes,20,5,0,29,2.0,2017-06-07,Graphic Design,0,0,0
1774,Marvelous Logo Design,20,91,5,13,1.5,2015-01-30,Graphic Design,0,0,0
1775,Canva Complete Course For Graphics Design | 20 Projects,20,3,3,27,2.5,2017-06-27,Graphic Design,0,0,0
1776,The Complete Video Production Guide - Learn Top Video Tools,195,121,9,77,7.5,2015-05-25,Graphic Design,0,0,0
1777,Drawing With Confidence,25,105,7,10,2.0,2012-05-04,Graphic Design,0,0,0
1778,Add realistic car paint to your pencil drawing in Photoshop!,25,17,3,8,1.0,2017-02-02,Graphic Design,1,0,0
1779,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,20,380,1,26,1.0,2017-06-26,Graphic Design,0,0,0
1780,Learn print production from start to finish,35,494,6,16,1.0,2015-05-04,Graphic Design,0,0,0
1781,Step by Step Gif animation in Photoshop,20,518,2,17,1.0,2015-06-08,Graphic Design,0,0,0
1782,Adobe - Create a professional logo step-by-step (Farming),20,214,0,15,1.0,2016-08-18,Graphic Design,0,0,0
1783,Adobe Illustrator CC Advanced,30,11,1,27,1.5,2017-03-08,Graphic Design,1,0,0
1784,Mastering Realistic Real Life Drawing with Pencil,20,33,5,12,0.65,2015-04-20,Graphic Design,1,0,0
1785,Silhouettes that Sells,25,9,1,13,1.0,2017-03-23,Graphic Design,1,0,0
1786,FullPage: The Complete Guide to Flat Websites,20,817,14,13,0.6333333333333333,2013-11-18,Graphic Design,0,0,0
1787,How to design professional PowerPoint business presentation,20,286,7,7,1.0,2014-11-11,Graphic Design,0,0,0
1788,Pic Monkey for Beginners - Graphic Design and Photo Editing,20,774,3,17,3.0,2015-11-08,Graphic Design,1,0,0
1789,Corel Painter 2016,40,41,9,86,8.0,2016-05-11,Graphic Design,0,0,0
1790,eBook Cover Design,20,30,3,14,1.5,2014-11-04,Graphic Design,0,0,1
1791,"Photoshop tips and tricks, how to change clothes",20,837,4,26,2.0,2015-03-16,Graphic Design,0,0,0
1792,How to make Better Compositions: Take your art to new height,30,11,3,8,0.5333333333333333,2016-08-04,Graphic Design,0,0,0
1793,Adobe Photoshop CC | The Essential Guide,20,254,5,81,4.5,2015-05-12,Graphic Design,0,0,0
1794,Learn to Composite a 2D Action Shot in Photoshop,20,40,2,8,1.5,2016-09-10,Graphic Design,1,0,0
1795,Infographic Design: How To Create Your Own Infographic,20,84,8,13,2.0,2015-05-12,Graphic Design,0,0,0
1796,Autodesk Inventor 2016 : Complete Guide ,20,23,4,83,7.5,2016-03-22,Graphic Design,1,0,0
1797,Amazing Graphic Design for Beginners,20,32,10,5,0.7,2015-07-08,Graphic Design,1,0,0
1798,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",0,4529,193,7,0.6,2015-12-21,Musical Instruments,1,0,0
1799,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,20,823,11,10,0.7,2015-12-11,Musical Instruments,0,0,0
1800,Playing Piano:  Popular Pieces Vol. II,150,1472,4,24,1.5,2016-03-31,Musical Instruments,1,0,0
1801,Ninja Chord Changes - Master your guitar chord changes,30,1327,11,13,1.5,2015-03-29,Musical Instruments,1,0,0
1802,Your First 10 Guitar Lessons - Learn how to play guitar,0,924,4,18,1.0,2017-06-29,Musical Instruments,1,0,0
1803,Pentatonic Scale Crash Course for Bass Guitar,0,898,6,24,1.0,2017-06-15,Musical Instruments,0,0,1
1804,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),50,1039,29,9,1.5,2016-05-06,Musical Instruments,0,0,0
1805,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,80,1474,10,102,2.0,2015-10-20,Musical Instruments,0,0,0
1806,Learn Jazz Piano Today,50,1167,66,44,3.0,2014-01-24,Musical Instruments,0,0,0
1807,Learn To Play The Drums Without A Drum Kit,25,1589,52,39,2.0,2014-06-27,Musical Instruments,0,0,0
1808,Learn Travis Picking From Scratch,40,219,30,25,1.5,2017-01-01,Musical Instruments,0,0,1
1809,Instant Harmonica - how to get single notes in 5 easy steps,20,835,10,7,0.6333333333333333,2015-07-22,Musical Instruments,1,0,0
1810,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,70,747,5,28,1.0,2015-11-10,Musical Instruments,0,0,0
1811,Teaching Music : Start teaching an instrument successfully.,30,1337,5,18,1.5,2015-10-16,Musical Instruments,1,0,0
1812,Strumming from scratch - Rhythm guitar lesson for Beginners,0,530,11,13,2.0,2017-05-04,Musical Instruments,1,0,0
1813,Blues Guitar Lessons - From Texas To Carolina,20,1297,12,9,2.5,2013-10-13,Musical Instruments,0,0,1
1814,Instant Harmonica - play the groovy Beatles Yesterday today!,40,295,7,14,1.0,2016-04-25,Musical Instruments,0,0,0
1815,Beginner Guitar Quick-Start Course,0,2084,20,7,1.0,2016-09-28,Musical Instruments,1,0,0
1816,Mike G's Beginner Drum Course: Part 1,35,515,14,20,3.0,2015-11-01,Musical Instruments,1,0,0
1817,Guitar for Beginners - Learn the Basics,20,1026,13,19,0.5166666666666666,2015-06-12,Musical Instruments,1,0,0
1818,How To Play The Djembe: For Beginners,30,414,18,19,1.0,2014-11-11,Musical Instruments,0,0,0
1819,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,45,198,21,15,2.5,2016-02-12,Musical Instruments,0,0,0
1820,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,40,250,24,39,3.0,2013-09-05,Musical Instruments,1,0,0
1821,Bass Guitar Lessons For Beginners,95,180,21,38,2.5,2016-04-26,Musical Instruments,1,0,0
1822,Pure Pentatonic Power: Rock and Blues Guitar Soloing,50,128,10,18,2.0,2016-11-27,Musical Instruments,0,0,0
1823,Rock Drumset Grooves: Level 1,20,709,12,38,2.0,2014-09-02,Musical Instruments,1,0,0
1824,Guitar: The Next Level,55,117,12,10,1.0,2015-10-02,Musical Instruments,1,0,0
1825,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,50,305,39,108,7.0,2015-04-16,Musical Instruments,1,0,0
1826,Learn Oud 1 (No Prior Music Knowledge Required!),20,153,27,38,3.5,2015-09-10,Musical Instruments,1,0,0
1827,Instant Harmonica - play Dylan's Blowing in the Wind today!,20,81,5,14,1.0,2016-01-12,Musical Instruments,0,0,0
1828,Improvise On The Piano In 30 Minutes,40,85,8,19,1.5,2016-08-18,Musical Instruments,1,0,0
1829,Cajon Step-by-Step: Beginner > Intermediate > Advanced,35,73,9,45,3.0,2017-02-13,Musical Instruments,0,0,0
1830,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,45,178,21,11,2.0,2016-02-13,Musical Instruments,0,0,0
1831,Instant Harmonica - play the gorgeous Skye Boat Song now!,20,122,9,11,0.6333333333333333,2015-10-18,Musical Instruments,1,0,0
1832,Learn to Play Trombone: Go From Beginner to Pro in No Time!,50,402,47,123,7.5,2015-03-04,Musical Instruments,0,0,0
1833,FingerstyleGuitar by Jacques Stotzem - Basic Level,30,119,12,16,1.5,2015-10-12,Musical Instruments,0,0,0
1834,Instant Harmonica - play two Star Wars themes in 30 minutes ,20,605,21,11,0.7,2015-07-28,Musical Instruments,1,0,0
1835,Play Piano To-day! - Beginner Piano Lessons For Busy People!,100,476,16,91,4.0,2016-11-01,Musical Instruments,1,0,0
1836,Learn to Play the Flute: Beginner to Pro in Under Five Hours,50,707,116,108,7.0,2014-10-29,Musical Instruments,1,0,0
1837,Play Piano 7: Improvise on For All We Know in F Key by Ear,50,438,3,77,1.5,2016-11-10,Musical Instruments,0,0,0
1838,World's Fastest Piano Method - The Piano Revolution!,95,1199,58,31,2.0,2013-02-18,Musical Instruments,1,0,0
1839,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,50,966,157,145,7.5,2014-03-21,Musical Instruments,1,0,0
1840,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,50,877,93,88,6.0,2015-01-01,Musical Instruments,1,0,0
1841,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",50,1504,15,14,0.6833333333333333,2013-10-15,Musical Instruments,0,0,0
1842,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,95,1064,11,110,2.5,2015-02-07,Musical Instruments,0,0,0
1843,Worship Piano: From Beginner to Pro,80,117,11,32,3.0,2017-02-18,Musical Instruments,0,0,0
1844,Easy to play Christmas Songs for Guitar,100,1229,8,11,0.5,2015-12-12,Musical Instruments,0,0,0
1845,Ultimate Blues Guitar Beginner Lessons,20,922,57,90,10.5,2014-03-08,Musical Instruments,1,0,0
1846,How to Play Piano - Your First Lesson!,0,662,7,13,0.5166666666666666,2017-06-24,Musical Instruments,1,0,0
1847,Playing Piano : Reading and Playing Classical Tunes Vol.I,50,1732,6,34,2.0,2015-10-16,Musical Instruments,1,0,0
1848,Blues School! A Course For Beginners in Blues Piano & Improv,120,326,44,54,3.0,2017-02-22,Musical Instruments,0,0,0
1849,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,80,1284,6,99,2.0,2015-10-26,Musical Instruments,0,0,0
1850,31 Day Guitar Challenge,40,1029,22,32,3.5,2015-11-30,Musical Instruments,1,0,0
1851,Percussive Fingerstyle Guitar,50,886,43,74,1.5,2015-02-02,Musical Instruments,0,0,1
1852,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,50,1213,158,77,5.0,2014-03-03,Musical Instruments,1,0,0
1853,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",100,1605,19,52,2.0,2015-02-13,Musical Instruments,1,0,0
1854,Guitar Insanity Workout - Eatmystrings!,50,2673,17,29,2.5,2012-07-06,Musical Instruments,0,0,0
1855,Playing Piano:  Play Chords and Popular Pieces Vol.I,100,1987,7,43,3.0,2016-02-01,Musical Instruments,1,0,0
1856,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,75,1052,6,43,0.5,2016-03-11,Musical Instruments,0,0,1
1857,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,50,1548,10,20,2.0,2015-09-24,Musical Instruments,1,0,0
1858,Guitar Fretboard Mastery for the Blues Guitarist,20,257,6,5,1.0,2014-01-16,Musical Instruments,0,0,0
1859,Quick & Easy Piano Chords: Play more songs with more chords,55,1818,4,90,2.5,2014-07-17,Musical Instruments,1,0,0
1860,Instant Harmonica - play Scarborough Fair in 8 easy lectures,40,543,4,12,1.0,2015-07-24,Musical Instruments,1,0,0
1861,Piano With Willie: Blues n' Boogie Vol. 2,40,95,8,11,2.5,2016-04-13,Musical Instruments,0,0,1
1862,Have Fun with Beginner Blues Piano,75,321,24,27,2.5,2013-08-05,Musical Instruments,0,0,0
1863,Learn to Play Harp: Beginners Course,0,408,7,10,0.6833333333333333,2017-04-28,Musical Instruments,1,0,0
1864,Instant Harmonica - play this classic 8 bar blues tune!,40,43,4,13,1.0,2017-04-23,Musical Instruments,0,0,0
1865,Guitar Lessons - Learning The Neck - Fretboard Mastery,45,239,30,49,6.0,2016-02-16,Musical Instruments,0,0,0
1866,Take your double bass drum technique to the next level,40,584,7,196,5.5,2016-05-16,Musical Instruments,0,0,1
1867,How To Play The Cajon: For Beginners,30,144,15,25,1.5,2015-12-18,Musical Instruments,0,0,0
1868,Slide Guitar- Slide Soloing Essentials,50,297,20,17,3.0,2016-02-11,Musical Instruments,0,0,0
1869,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,60,1137,4,45,1.0,2016-02-23,Musical Instruments,0,0,0
1870,Learn Acoustic Guitar for Worship,40,86,18,26,2.0,2017-01-23,Musical Instruments,1,0,0
1871,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,70,98,18,31,2.5,2016-12-13,Musical Instruments,0,0,1
1872,Guitar Lessons: The Essential Beginner & Intermediate Course,0,2566,39,23,2.0,2016-06-10,Musical Instruments,0,0,0
1873,Instant Harmonica - play the groovy Irish Washerwoman now!,40,55,8,13,1.0,2017-01-24,Musical Instruments,1,0,0
1874,Music Fundamentals: Learn Beatmaking with Pen Tapping,200,537,2,22,2.0,2015-11-13,Musical Instruments,0,0,0
1875,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",115,595,20,33,2.0,2015-02-09,Musical Instruments,0,0,0
1876,Beginner Guitar Lessons by Paul Gronow,50,659,4,46,3.5,2016-03-02,Musical Instruments,0,0,0
1877,Guitar Fretboard Secrets,55,186,13,35,2.0,2016-12-01,Musical Instruments,0,0,1
1878,Learn to Play French Horn: Beginner to Pro Made the Easy Way,50,460,27,131,8.0,2014-10-29,Musical Instruments,1,0,0
1879,150 Rock Guitar Licks You MUST Know,45,252,14,21,4.5,2016-02-19,Musical Instruments,0,0,0
1880,Didgeridoo - from zero to HERO! Part One - beginning,35,87,11,38,3.0,2016-07-02,Musical Instruments,1,0,0
1881,Learn Piano Scales: Play any song in any key! Like Pro's do,50,1720,9,26,2.5,2014-10-29,Musical Instruments,1,0,0
1882,Instant Harmonica - play the groovy Valens La Bamba now!,20,390,4,10,0.7333333333333333,2016-02-22,Musical Instruments,1,0,0
1883,Blues Master - Beginner's Techniques Piano Course,0,2618,41,16,1.5,2016-03-29,Musical Instruments,0,0,0
1884,"How to play Djembe, Drums & Rhythm. Level 2",40,390,14,36,2.0,2015-07-23,Musical Instruments,0,0,1
1885,Instant Harmonica - play Amazing Grace with grace and ease!,40,496,6,14,1.0,2015-08-01,Musical Instruments,1,0,0
1886,Instant Harmonica - play Amazing Grace + Ode to Joy now!,40,341,7,23,1.5,2016-06-17,Musical Instruments,0,0,0
1887,Play Thousands of Songs On The Guitar | Cheater Chords,100,97,5,12,1.0,2017-04-19,Musical Instruments,1,0,0
1888,Piano Improvisation from Day One,20,1249,37,21,3.0,2013-03-01,Musical Instruments,0,0,0
1889,Classical Guitar Essentials - The Basics Part 1,65,861,19,52,4.5,2016-05-04,Musical Instruments,1,0,0
1890,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,60,973,8,74,2.0,2016-02-01,Musical Instruments,0,0,0
1891,Play all major scales by ear - no notation required!,40,868,8,62,3.5,2015-12-15,Musical Instruments,1,0,0
1892,How to play in a local Irish music session with confidence,40,193,5,8,1.0,2016-08-18,Musical Instruments,0,0,0
1893,The Total Beginner's Guitar Course,0,9193,357,17,1.5,2016-03-24,Musical Instruments,1,0,0
1894,Virtual Piano Lessons - A New Way To Learn Piano,50,5830,29,12,1.0,2013-07-21,Musical Instruments,0,0,0
1895,16 Guitar Chords to Jam With - (Beginner - Intermediate),20,1224,19,20,1.0,2015-07-10,Musical Instruments,1,0,0
1896,Free Beginner Electric Guitar Lessons,0,101154,1042,95,4.5,2012-06-15,Musical Instruments,1,0,0
1897,101 Awesome Rockabilly Guitar Licks,40,407,64,33,2.5,2016-08-10,Musical Instruments,0,0,1
1898,A beginner`s guide to fingerpicking and strumming guitar',0,3481,29,20,2.0,2016-09-13,Musical Instruments,1,0,0
1899,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",40,124,8,14,1.0,2017-03-29,Musical Instruments,1,0,0
1900,Your First Course on Piano,70,2002,34,33,4.0,2015-07-16,Musical Instruments,1,0,0
1901,Acoustic Guitar Basics,0,14495,224,21,2.0,2014-08-07,Musical Instruments,1,0,0
1902,Cracking the Violin Code!,120,746,82,40,5.5,2015-11-17,Musical Instruments,0,0,0
1903,Instant Bodhran - part one; learn the basics of drumming now,30,920,31,9,1.0,2016-01-12,Musical Instruments,1,0,0
1904,"Play The Piano By Ear | Master Class, Learn By Doing",175,362,38,27,2.5,2016-11-12,Musical Instruments,0,0,0
1905,Discover Classical Guitar Level 2   ,75,927,35,123,11.5,2015-09-01,Musical Instruments,0,0,1
1906,Fingerpicking Classics - Great songs played fingerstyle!,20,953,11,13,2.0,2015-08-07,Musical Instruments,0,0,0
1907,6 Must Know Tricks to Successful Solos,35,469,38,30,4.0,2015-09-28,Musical Instruments,0,0,0
1908,CAGED System for Guitar (Guitar Lessons from Lutz Academy),50,450,15,7,1.5,2016-07-25,Musical Instruments,0,0,0
1909,Learn the Violin - No Music Experience Necessary!,120,600,27,30,3.0,2015-09-02,Musical Instruments,1,0,0
1910,Your Second Course on Piano: Two Handed Playing,70,1018,12,22,5.0,2015-10-26,Musical Instruments,1,0,0
1911,How to Design Your Own Guitar,50,181,34,32,5.0,2014-06-25,Musical Instruments,0,0,0
1912,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,0,8240,31,6,1.5,2013-11-23,Musical Instruments,0,0,1
1913,Play Sonny Terry style on Harmonica and dazzle your friends!,200,582,49,51,5.5,2014-12-18,Musical Instruments,0,0,0
1914,Blues and Advanced Guitar Lessons,85,1235,46,131,7.5,2013-06-10,Musical Instruments,0,0,0
1915,Learn basics of South Indian Carnatic Flute Step by Step ,150,380,113,49,4.0,2015-04-15,Musical Instruments,1,0,0
1916,Basic Piano Hymn Playing,20,1842,21,28,1.5,2013-12-12,Musical Instruments,1,0,0
1917,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,35,3137,18,68,1.5,2014-09-18,Musical Instruments,0,0,0
1918,Piano Music Theory (Back To Basics) by JFilt,0,4967,308,12,0.5,2017-02-13,Musical Instruments,1,0,0
1919,Guitar - 12  Strumming Patterns You Must Know For Guitar,50,2154,40,16,1.0,2015-07-06,Musical Instruments,1,0,0
1920,Guitar Lessons for complete beginners - super simple and fun,20,936,9,12,0.6666666666666666,2016-09-12,Musical Instruments,1,0,0
1921,CAGED Pentatonic System for Guitar - Level 3,45,1224,17,32,1.5,2016-09-28,Musical Instruments,0,0,0
1922,Classical Guitar Essentials - The Basics Part 2,95,1030,1,44,4.5,2017-03-03,Musical Instruments,0,0,1
1923,Introduction to Piano - By PGN Piano!,0,14922,772,8,0.6666666666666666,2015-08-16,Musical Instruments,1,0,0
1924,Keyboard Instruments - Read Sheet Music for Piano Fast!,50,2788,52,41,1.5,2015-07-01,Musical Instruments,1,0,0
1925,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,20,2686,10,32,6.0,2016-02-02,Musical Instruments,1,0,0
1926,Drumming Accelerator: How To Get The Best Start Possible,200,1594,4,34,1.5,2017-04-18,Musical Instruments,1,0,0
1927,Play Piano 4: Improvise on popular song Yesterday chords,50,1018,4,63,1.5,2016-10-30,Musical Instruments,0,0,0
1928,Beginner's Guitar Lessons - Crash Course for Busy Adults,50,1194,9,29,2.0,2017-05-02,Musical Instruments,1,0,0
1929,Getting Started with the Guitar in 5 Days,0,270,1,24,1.5,2017-07-03,Musical Instruments,1,0,0
1930,Guitar Lessons - String Bending And Vibrato Essentials,0,3325,28,5,1.0,2016-02-15,Musical Instruments,0,0,0
1931,Piano With Willie: Blues n' Boogie Vol. 1,40,172,26,15,2.5,2016-04-13,Musical Instruments,0,0,1
1932,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,70,834,3,35,1.0,2015-11-10,Musical Instruments,0,0,0
1933,Chugging - it don't mean a thing if it ain't got that swing!,200,382,21,25,2.5,2015-04-20,Musical Instruments,0,0,0
1934,Make Your Own Ukulele,85,452,5,23,4.5,2016-08-29,Musical Instruments,0,0,0
1935,"Beginner Violin 101: Care, Maintenance, and the Right Gear",0,5543,107,29,4.0,2015-03-03,Musical Instruments,0,0,0
1936,Learn How To Play 25 Classic Hip Hop Songs,25,153,9,27,2.5,2017-02-13,Musical Instruments,0,0,0
1937,Learn Beethoven's Fur Elise on Piano,20,1582,11,6,0.4833333333333333,2014-06-13,Musical Instruments,0,0,0
1938,Play Violin and Fiddle for beginners - it's fun  - Course 1,20,560,8,9,1.0,2016-03-18,Musical Instruments,1,0,0
1939,Piano With Willie Building Technique with Scales Vol. 1,40,111,15,12,1.5,2016-04-13,Musical Instruments,0,0,0
1940,Christmas Piano Songs For The Very Beginner Vol. I,40,1060,3,15,1.5,2015-11-22,Musical Instruments,1,0,0
1941,Introduction to Gypsy Jazz Guitar,95,452,10,18,2.5,2017-05-14,Musical Instruments,0,0,0
1942,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",45,2346,11,14,0.65,2014-10-08,Musical Instruments,0,0,0
1943,The Piano Chord Ladder | Learn to Play Thousands of Songs,100,103,2,11,1.0,2017-05-31,Musical Instruments,0,0,0
1944,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,50,833,6,70,1.5,2016-11-03,Musical Instruments,0,1,0
1945,Playing Piano: Scales and Arpeggios Vol.I : Major keys,50,2358,3,26,1.0,2016-03-31,Musical Instruments,1,0,0
1946,Drumming for Beginners - Simple Way To Learn How To Drum,20,1814,28,22,2.0,2016-03-02,Musical Instruments,1,0,0
1947,Get great playing HARMONICA - a fun new leisure time hobby !,35,2543,44,17,2.0,2014-02-12,Musical Instruments,0,0,0
1948,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,0,3042,40,13,0.5666666666666667,2016-12-13,Musical Instruments,0,0,0
1949,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,50,809,5,57,1.5,2016-10-30,Musical Instruments,0,0,0
1950,"Jazz Guitar Tips, Tricks and Licks",0,9351,331,21,2.0,2017-05-01,Musical Instruments,0,0,1
1951,Piano From Zero To Pro - Beginner Essentials To The Piano,70,811,129,52,3.5,2016-03-16,Musical Instruments,1,0,0
1952,"Piano: Learn 48 chords in 1 hour,  and always remember how",120,1424,71,16,1.5,2014-12-28,Musical Instruments,1,0,0
1953,Walking Bass - Quick Start Guide,50,193,20,31,1.0,2015-12-10,Musical Instruments,0,0,0
1954,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),45,65,18,56,10.0,2017-05-01,Musical Instruments,1,0,0
1955,Blues Bass - Quick Start Guide,50,59,8,29,1.5,2016-11-24,Musical Instruments,0,0,0
1956,How to speak Pianish (beginner level),30,545,5,10,1.0,2014-08-25,Musical Instruments,1,0,0
1957,Gospel Piano Essentials,30,668,39,46,11.5,2013-07-11,Musical Instruments,0,0,1
1958,Instant Harmonica - play Leonard Cohen's Hallelujah now!,40,100,15,14,1.5,2016-11-20,Musical Instruments,0,0,0
1959,Guitar Crash Course (No Experience Necessary),0,5769,78,29,1.0,2015-01-22,Musical Instruments,1,0,0
1960,Beginner Guitar Lessons - Your Complete Foundation Course,60,293,30,162,18.5,2016-04-11,Musical Instruments,1,0,0
1961,Piano Building Blocks: Learn the 24 Most Common Chords,50,492,10,17,1.5,2016-03-07,Musical Instruments,1,0,0
1962,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,50,500,39,74,5.0,2015-01-01,Musical Instruments,1,0,0
1963,Playing Piano By Ear: Complete Guide for Aspiring Musicians,150,346,26,59,4.5,2015-11-20,Musical Instruments,0,0,0
1964,"Discover the fun of Spoon playing, a beginners course",65,353,13,25,1.0,2015-06-25,Musical Instruments,0,0,0
1965,Country Guitar Fundamentals,50,1174,39,23,1.5,2016-12-23,Musical Instruments,0,0,1
1966,Discover Classical Guitar Level 1,25,1513,38,19,1.5,2015-06-21,Musical Instruments,1,0,0
